"","y","w","age","polviews","income","educ","marital","sex"
"29845",0,1,24,1,3,12,5,2
"29847",0,1,65,2,12,20,3,1
"29849",0,1,54,1,12,19,5,1
"29850",0,1,50,2,12,12,1,1
"29852",0,0,69,2,12,16,3,1
"29853",0,0,26,4,12,12,5,2
"29854",0,0,66,7,11,16,3,2
"29855",0,1,31,5,12,16,1,2
"29856",0,1,30,4,9,12,5,1
"29857",0,1,58,2,12,12,3,2
"29858",1,0,41,2,12,6,5,1
"29859",1,0,43,5,12,12,5,1
"29860",0,1,53,3,12,10,1,1
"29861",0,1,31,1,11,6,5,1
"29862",0,1,51,3,12,14,1,2
"29864",0,1,28,5,12,11,1,1
"29865",1,0,55,7,12,18,1,1
"29866",0,1,54,3,12,19,3,1
"29867",1,0,23,5,11,13,3,1
"29868",0,1,48,5,6,12,5,1
"29869",0,1,67,2,9,15,2,2
"29870",0,1,43,5,10,12,5,1
"29871",1,0,64,4,12,14,5,2
"29872",0,0,36,4,11,12,3,2
"29873",0,1,27,6,11,11,1,2
"29874",0,1,63,2,12,12,1,2
"29876",0,1,27,4,12,12,1,2
"29877",0,0,67,4,12,16,1,1
"29878",0,1,24,4,12,12,5,1
"29880",0,0,31,2,12,16,1,1
"29881",0,1,22,6,12,12,5,2
"29883",0,1,48,3,9,12,3,2
"29884",0,1,28,4,12,12,1,2
"29885",0,1,65,6,12,12,1,2
"29887",0,1,19,4,12,13,5,2
"29888",0,1,47,6,12,16,1,1
"29890",1,0,47,4,12,12,1,2
"29891",0,1,64,5,12,13,1,2
"29892",0,1,51,5,12,14,1,1
"29894",0,0,43,4.1220088,12,16,1,2
"29895",0,1,19,4,12,12,5,1
"29898",0,1,42,6,12,11,3,2
"29899",0,1,48,4,12,14,1,2
"29900",0,1,65,2,11,9,1,2
"29901",0,1,24,6,12,12,1,2
"29902",0,1,21,4.1220088,12,9,3,1
"29903",0,1,46,5,12,20,1,2
"29904",0,1,28,3,12,14,1,1
"29905",1,1,27,4,12,11,1,1
"29906",0,1,33,6,12,12,1,1
"29907",1,1,58,7,12,16,1,1
"29908",1,0,44,6,12,13,1,1
"29909",0,1,47,4,12,14,5,2
"29910",0,1,57,2,12,12,5,2
"29911",0,1,40,3,12,18,3,2
"29912",0,1,57,6,12,12,1,1
"29913",0,1,72,2,12,20,2,1
"29914",0,1,52,6,12,12,1,2
"29915",1,0,33,4,12,15,1,2
"29916",0,1,41,4,12,12,1,2
"29917",0,0,35,4,12,12,1,1
"29918",0,1,58,4,12,12,1,1
"29919",0,1,58,4,12,13,1,1
"29920",1,1,42,7,12,12,1,1
"29921",0,1,52,4,12,16,1,2
"29922",0,0,57,3,12,17,1,1
"29923",0,1,48,4,12,12,1,1
"29925",0,1,37,2,12,20,1,1
"29926",0,1,38,6,12,13,1,2
"29927",0,1,23,5,10,12,5,2
"29928",1,0,37,2,12,15,3,2
"29929",0,1,79,6,12,16,1,1
"29930",0,1,76,6,12,16,1,1
"29931",0,1,48,5,12,12,1,1
"29932",0,0,52,1,12,20,3,2
"29933",0,1,62,4,12,20,1,1
"29934",0,1,75,2,12,19,2,1
"29935",0,1,58,6,12,12,1,1
"29936",1,0,46,6,12,16,1,2
"29937",0,0,72,3,12,8,2,1
"29938",0,0,73,3,12,12,2,2
"29939",0,1,85,4,12,20,2,2
"29940",0,1,58,4,12,12,1,1
"29941",0,1,22,5,12,12,5,2
"29942",0,0,43,4,12,12,3,2
"29943",0,0,67,2,12,16,1,2
"29944",0,1,32,4,12,16,5,2
"29945",0,1,64,4,12,12,1,2
"29946",0,1,31,4,12,12,3,1
"29947",0,1,89,4,9,8,2,2
"29949",0,1,26,4,12,15,5,2
"29950",0,1,46,2,11,11,3,1
"29951",0,1,76,4,8,8,3,2
"29952",0,0,40,6,12,15,1,1
"29953",0,0,39,4,9,14,3,2
"29954",0,1,36,4,12,10,1,1
"29955",0,1,49,4.1220088,11,0,2,2
"29956",0,0,65,3,12,12,2,2
"29957",0,1,27,2,9,12,3,1
"29958",0,0,52,4,4,12,3,1
"29959",0,0,23,4,10,10,5,2
"29960",0,1,22,4,12,12,5,2
"29961",0,1,31,2,10,16,5,2
"29962",0,1,41,2,10,8,3,1
"29963",0,1,26,4,8,9,5,2
"29964",1,0,44,4,10,11,3,1
"29965",0,1,71,2,8,14,3,1
"29966",0,0,81,6,6,8,3,2
"29967",0,1,60,2,12,17,5,2
"29968",0,1,51,4,12,2,1,1
"29969",0,0,28,6,9,10,5,1
"29970",0,1,41,4,12,14,2,2
"29972",1,0,34,4,12,20,5,2
"29973",0,1,89,6,10,10,2,2
"29974",0,1,47,4,12,14,3,1
"29975",1,0,30,6,12,18,1,1
"29976",0,1,36,4,12,16,1,1
"29977",0,1,27,5,12,16,1,1
"29978",0,1,24,3,12,14,5,1
"29979",0,0,31,2,12,18,5,1
"29980",0,1,19,4,9,13,5,1
"29981",0,1,22,5,5,15,5,2
"29983",1,0,34,6,12,16,1,1
"29984",0,1,51,4,12,17,1,2
"29985",0,1,46,6,12,16,1,2
"29987",0,1,60,6,12,14,1,2
"29988",0,1,48,6,12,18,1,1
"29990",0,0,60,4,12,13,1,2
"29991",1,0,53,4,12,13,3,2
"29992",1,0,52,2,12,14,5,2
"29993",0,1,27,4,11,12,5,2
"29994",1,0,49,4,10,12,3,2
"29995",1,0,24,5,12,13,1,1
"29996",0,0,37,5,12,17,3,2
"29997",0,1,40,6,12,16,1,2
"29998",0,1,36,2,12,20,1,1
"29999",0,1,32,4,12,14,1,2
"30000",0,1,44,6,12,16,1,2
"30001",0,0,68,2,12,16,3,1
"30002",0,1,72,4,12,12,5,2
"30003",0,1,34,2,12,12,1,2
"30004",0,0,35,6,12,16,1,1
"30005",1,0,31,6,12,16,5,2
"30006",0,1,47,4,12,15,3,2
"30007",0,0,79,4,12,13,1,1
"30008",1,1,35,6,12,12,1,2
"30009",0,0,51,3,12,12,1,2
"30010",1,0,72,5,12,13,1,1
"30011",0,0,87,3,12,15,1,1
"30013",0,1,27,5,12,17,1,2
"30014",0,1,47,6,12,12,1,2
"30015",0,1,31,5,12,12,1,2
"30016",0,1,47,3,12,13,3,1
"30017",0,1,36,6,12,14,1,1
"30018",0,0,35,3,12,12,1,2
"30019",0,0,45,5,12,16,1,2
"30020",1,1,45,4,12,17,3,2
"30021",1,0,32,4,12,16,1,1
"30022",0,1,45,6,12,17,1,1
"30023",0,1,54,3,12,15,1,2
"30024",0,1,50,4,12,12,1,2
"30025",0,0,64,2,12,14,3,1
"30027",1,0,25,2,12,13,3,1
"30028",0,0,36,4,12,20,1,2
"30029",0,0,74,4,12,12,2,2
"30030",0,1,54,3,12,12,4,1
"30032",0,1,59,6,12,16,1,2
"30033",0,0,27,4,10,12,5,2
"30034",0,1,39,4,12,20,4,2
"30035",1,0,28,5,12,16,5,1
"30036",0,1,26,4,9,13,1,2
"30038",0,0,82,3,8,8,2,2
"30039",0,1,32,4,11,16,1,2
"30040",0,0,43,4,12,16,3,2
"30042",0,1,20,4,2,13,5,2
"30045",0,0,47,4,12,12,1,1
"30046",0,1,47,4,12,12,1,1
"30047",0,1,49,4,12,13,3,1
"30048",0,1,47,6,12,16,1,1
"30049",0,1,45,5,12,16,1,1
"30051",0,1,71,4,12,12,1,2
"30052",0,1,78,6,11,12,1,1
"30053",0,1,75,6,10,10,1,1
"30054",0,1,33,5,12,18,1,1
"30055",0,0,38,5,12,18,1,1
"30056",0,1,37,4,12,16,1,1
"30057",1,0,34,5,12,13,5,1
"30058",0,1,49,6,12,18,3,2
"30059",0,0,56,4,12,19,5,2
"30060",0,0,32,4,12,14,1,1
"30061",0,1,72,6,10,16,1,1
"30062",0,1,30,4,10,14,4,1
"30063",0,1,30,4,12,16,1,2
"30064",0,1,23,3,10,16,5,1
"30065",1,0,36,4,12,13,1,1
"30066",0,1,27,6,12,15,1,2
"30067",0,0,56,3,10,12,3,1
"30068",0,1,39,4,12,6,1,2
"30069",0,0,46,5,12,15,1,2
"30070",0,0,55,6,12,12,1,1
"30071",0,0,30,6,12,16,1,1
"30072",1,0,66,6,12,11,1,1
"30074",0,1,40,4,12,16,5,1
"30075",0,1,40,6,12,12,3,2
"30076",0,1,38,4,12,14,3,2
"30078",0,1,43,6,12,16,1,2
"30080",1,0,72,5,12,13,2,2
"30081",0,1,22,4,12,12,5,1
"30083",1,0,32,4,12,14,1,1
"30084",0,1,55,4,10,11,1,2
"30085",0,1,52,4,12,18,1,2
"30086",0,1,71,4,12,10,2,2
"30087",0,1,67,2,12,18,1,2
"30088",1,0,57,6,12,16,5,2
"30089",0,1,76,6,12,13,1,2
"30090",1,1,30,5,12,16,1,2
"30092",0,1,33,4,12,16,1,2
"30093",0,1,47,2,12,16,1,2
"30095",0,1,54,6,7,12,5,2
"30096",1,0,23,5,10,13,5,1
"30097",0,1,51,1,12,19,5,1
"30098",0,1,23,3,11,15,5,2
"30099",0,1,27,3,12,13,5,1
"30100",0,1,22,4,2,15,5,1
"30101",0,0,52,2,8,10,3,1
"30102",0,0,61,4,12,18,4,2
"30103",1,0,54,4.1220088,12,14,3,2
"30105",0,1,28,7,12,13,1,1
"30106",0,1,30,2,11,14,5,2
"30107",0,1,38,4.1220088,3,8,5,1
"30108",1,1,36,5,12,13,5,1
"30109",0,1,57,4.1220088,9,12,3,2
"30110",0,1,50,7,10,17,1,2
"30111",0,1,26,5,12,18,5,1
"30112",0,1,24,4,12,16,5,2
"30113",0,1,63,3,12,20,1,1
"30114",0,0,54,2,12,18,3,2
"30115",0,0,55,3,12,14,3,2
"30117",0,1,36,4,12,14,5,2
"30119",0,1,48,5,12,16,3,1
"30120",1,0,44,4,12,16,3,1
"30121",0,1,26,2,9,14,5,1
"30122",0,1,55,3,12,16,1,1
"30123",0,0,50,1,12,20,3,2
"30124",0,1,23,2,8,16,5,1
"30125",0,1,53,4,12,13,1,1
"30126",0,1,53,4,12,12,1,2
"30127",0,0,18,2,12,11,5,2
"30128",0,1,50,4,8,12,3,1
"30129",0,0,27,3,12,18,1,2
"30130",0,1,21,4,12,12,5,1
"30131",1,0,43,5,12,12,1,1
"30132",0,1,54,2,12,16,3,2
"30134",0,1,44,6,12,16,1,1
"30135",0,0,44,4,12,12,1,2
"30136",0,1,54,4,12,16,1,1
"30139",1,0,59,4,12,12,1,2
"30140",0,1,36,7,12,14,1,1
"30141",0,1,41,6,12,12,1,1
"30142",0,1,33,2,12,10,4,1
"30143",0,0,35,6,12,16,1,1
"30145",0,1,20,3,12,12,5,1
"30146",0,1,56,4,12,12,1,1
"30147",0,1,47,2,12,12,3,2
"30148",0,1,30,4,12,12,5,1
"30149",0,0,20,3,11,13,5,2
"30150",0,1,44,4,12,16,3,2
"30151",0,1,60,4,12,10,1,2
"30152",0,1,56,4,12,14,1,2
"30153",1,0,44,3,12,12,1,1
"30154",1,0,45,4,12,13,1,1
"30155",0,0,39,5,12,16,1,2
"30156",0,1,28,6,12,14,1,1
"30157",0,0,46,4,12,16,1,2
"30158",0,1,25,5,12,19,5,2
"30159",0,1,45,3,12,18,5,1
"30160",0,1,59,2,12,12,5,1
"30161",0,1,39,2,1,10,4,2
"30162",0,1,31,6,9,9,1,1
"30163",0,1,25,2,12,14,5,1
"30164",0,1,51,6,12,18,5,1
"30165",0,1,23,3,5,15,5,1
"30167",0,1,50,2,11,12,3,2
"30168",1,0,50,6,12,12,3,2
"30169",0,1,70,4,9,12,2,2
"30170",0,1,29,2,12,16,1,2
"30171",0,0,39,3,12,13,1,1
"30172",0,0,27,4,11,12,5,1
"30173",0,0,51,3,12,14,1,1
"30174",1,1,61,3,12,12,1,1
"30175",0,1,23,4,12,9,1,2
"30176",0,1,82,5,12,16,2,1
"30177",0,0,47,6,12,15,5,2
"30178",0,1,30,4,12,11,4,1
"30179",0,0,25,4,12,16,1,1
"30180",0,1,32,4,12,12,5,1
"30181",0,1,35,4,12,12,1,1
"30182",0,1,75,4,12,16,1,2
"30183",0,0,84,4,12,16,2,1
"30184",0,1,53,2,12,12,1,2
"30186",1,0,30,5,12,20,5,1
"30187",0,1,81,2,12,16,2,2
"30188",0,0,39,2,12,19,3,1
"30189",0,0,56,4,12,14,1,2
"30190",0,1,34,2,12,16,1,2
"30191",0,1,77,4,12,13,1,2
"30192",0,1,80,6,12,16,2,1
"30193",0,0,34,3,12,16,3,1
"30194",0,1,82,6,12,19,2,1
"30195",0,1,26,3,12,16,1,2
"30196",1,0,48,6,12,20,1,1
"30197",0,1,39,2,12,16,5,2
"30198",0,1,43,4,12,16,5,2
"30199",0,1,22,2,8,16,5,2
"30200",0,1,39,5,12,14,3,2
"30201",0,1,25,4,12,14,1,2
"30202",0,1,33,5,12,16,5,1
"30203",0,0,45,5,12,14,1,2
"30204",1,0,86,4,12,13,1,2
"30206",0,1,28,4.1220088,12,3,1,2
"30207",0,1,21,4,5,14,5,1
"30208",0,0,72,4,9,14,3,2
"30209",0,1,26,5,3,11,5,1
"30210",0,0,26,2,10,18,5,1
"30211",0,0,31,1,12,12,1,2
"30212",0,0,24,4.1220088,7,14,5,2
"30213",0,1,64,4,7,13,5,1
"30214",0,1,72,5,8,12,4,1
"30215",1,0,34,4.1220088,12,14,1,2
"30216",0,1,32,1,12,12,1,2
"30218",1,0,72,4,9,16,3,2
"30220",0,0,48,7,12,13,1,2
"30221",0,1,44,4,12,12,1,2
"30222",1,0,35,4,12,12,3,1
"30223",1,0,53,4,12,15,1,2
"30224",0,0,25,3,12,16,3,2
"30225",0,1,26,1,10,18,1,2
"30226",0,1,59,7,9,13,3,1
"30227",0,1,32,4,12,12,1,1
"30228",0,1,57,6,4,12,5,2
"30230",0,1,44,3,8,16,1,1
"30231",0,1,47,4,11,13,3,2
"30232",0,1,36,1,9,13,4,2
"30233",0,1,48,4,12,12,4,2
"30234",0,1,37,4,12,18,5,2
"30235",0,1,48,4.1220088,12,12,1,2
"30236",0,0,45,1,12,13,1,1
"30237",0,1,38,6,12,13,3,2
"30238",0,1,52,2,12,11,1,2
"30239",0,0,42,4,12,17,1,2
"30240",0,1,39,5,12,12,5,2
"30241",0,1,57,6,10,18,2,2
"30242",0,1,78,4,12,20,5,2
"30243",0,1,43,6,12,16,1,1
"30244",1,0,36,7,12,13,1,2
"30246",0,0,30,2,12,16,5,1
"30247",1,0,49,5,12,13,1,2
"30248",0,1,27,4,9,14,5,1
"30249",1,0,56,6,12,14,3,1
"30250",0,1,40,4,12,14,3,1
"30253",1,1,56,4,12,16,3,1
"30254",0,1,75,4,9,11,2,2
"30255",0,1,50,6,12,13,1,1
"30256",0,1,71,6,12,17,2,2
"30257",0,0,38,4,12,14,3,1
"30258",0,1,56,4,5,11,3,2
"30259",0,1,29,6,12,11,1,1
"30260",0,1,44,6,12,12,1,2
"30261",0,1,81,3,12,16,3,2
"30263",0,1,80,2,12,14,1,2
"30264",1,1,43,7,12,16,1,1
"30265",0,1,25,6,12,16,1,2
"30266",0,1,37,2,12,19,5,1
"30267",0,1,33,6,9,10,1,2
"30268",0,1,55,4,12,18,5,1
"30269",0,1,39,7,12,14,1,2
"30270",0,1,48,2,9,8,1,2
"30272",0,1,21,2,12,15,5,2
"30273",0,0,69,5,12,19,1,1
"30274",0,0,34,3,7,15,5,1
"30275",0,1,51,2,12,20,1,2
"30276",0,1,89,5,12,12,2,2
"30277",0,1,25,2,10,13,5,1
"30278",0,1,21,3,8,15,5,2
"30279",0,1,22,1,10,14,5,2
"30280",0,0,31,2,9,20,5,1
"30281",0,1,36,4,10,20,3,1
"30282",0,1,23,4,10,15,5,1
"30283",0,1,34,2,12,16,1,1
"30284",0,0,30,7,12,13,1,2
"30285",0,0,22,5,12,15,5,2
"30286",0,0,32,6,12,12,1,1
"30287",0,0,34,4,12,14,1,2
"30288",0,1,43,5,12,16,1,1
"30290",0,0,26,4,3,15,5,2
"30291",0,1,42,4,11,11,1,2
"30292",0,0,35,4,12,15,3,1
"30293",0,1,37,1,10,15,1,2
"30294",0,1,31,4,12,13,5,2
"30295",0,1,72,2,6,9,2,2
"30296",0,1,89,6,6,9,2,2
"30297",0,0,23,4,9,17,5,1
"30298",0,1,63,6,6,12,3,2
"30299",0,1,32,4,10,10,4,1
"30300",0,1,51,5,12,13,5,2
"30301",0,0,26,4,12,18,5,1
"30302",0,0,22,5,11,15,5,2
"30304",0,1,35,2,12,13,1,1
"30306",0,1,22,7,12,10,5,1
"30307",0,0,33,4,12,14,1,2
"30308",0,1,32,4,6,14,5,2
"30309",0,1,84,4,12,14,2,2
"30310",0,1,39,3,10,13,5,2
"30311",0,1,50,2,9,14,4,2
"30312",0,0,74,4,9,10,2,1
"30314",0,1,63,2,9,10,3,1
"30315",0,1,34,3,10,13,4,2
"30316",0,0,33,6,12,16,1,2
"30317",0,0,42,4,9,10,2,1
"30318",0,1,72,2,10,11,2,2
"30319",0,1,59,6,8,11,2,1
"30320",0,1,46,5,12,15,1,2
"30321",1,1,64,5,12,19,4,1
"30322",0,1,83,7,11,12,1,1
"30323",0,1,46,4,9,14,3,2
"30324",0,1,54,6,12,14,1,2
"30325",1,0,22,6,12,10,5,2
"30326",0,1,81,4,12,16,1,2
"30327",0,1,65,4.1220088,11,7,3,1
"30328",0,0,29,4,10,14,5,2
"30329",0,1,25,2,12,12,1,2
"30330",0,0,31,4,9,14,5,1
"30331",0,1,38,4,9,12,1,1
"30332",0,1,44,4,12,15,5,2
"30333",0,0,32,2,12,12,1,2
"30335",0,1,58,6,12,16,3,1
"30336",0,1,54,4,10,12,3,2
"30337",0,0,77,4,9,12,3,2
"30338",0,1,77,4,12,14,1,1
"30339",0,0,32,2,12,18,3,1
"30340",0,0,44,4,12,13,3,1
"30341",0,1,61,4,9,14,2,2
"30342",0,1,61,3,12,16,1,2
"30343",1,0,35,6,12,16,5,1
"30344",0,1,66,3,12,16,1,1
"30345",0,1,74,6,12,14,1,1
"30346",1,0,42,4,12,19,1,1
"30348",0,0,54,3,12,17,5,2
"30349",0,1,85,6,12,15,1,1
"30350",0,1,22,4,11,10,5,1
"30351",0,1,22,5,12,15,5,1
"30352",0,1,55,6,12,18,1,2
"30353",0,1,79,3,12,16,1,1
"30355",0,1,29,6,12,14,1,1
"30356",0,1,61,3,12,16,1,1
"30357",0,1,74,6,12,17,1,1
"30358",0,0,41,4,12,16,1,2
"30359",0,1,75,4.1220088,8,11,2,2
"30360",0,1,80,2,12,12,2,2
"30361",0,1,50,6,12,14,1,1
"30362",0,1,53,4,12,12,3,2
"30363",1,0,68,4,12,13,3,2
"30364",0,1,59,5,12,12,1,1
"30365",0,1,36,5,12,12,1,2
"30367",0,0,46,4,12,13,1,2
"30368",1,0,57,6,12,16,1,1
"30369",0,1,18,6,12,12,5,1
"30370",0,1,46,3,9,16,3,2
"30371",0,1,72,6,12,14,1,1
"30372",1,0,68,4,12,13,3,1
"30373",0,1,61,6,12,12,1,1
"30375",0,1,23,4,1,12,5,2
"30376",0,1,72,6,12,18,1,1
"30377",0,1,68,6,12,15,1,1
"30378",0,1,54,5,12,12,1,2
"30379",1,0,61,5,12,14,1,1
"30380",0,0,59,5,12,16,1,2
"30381",0,1,64,6,12,14,3,1
"30382",0,1,78,6,9,9,1,1
"30383",0,0,45,4,12,12,3,1
"30384",0,1,36,4,12,15,1,2
"30385",0,1,71,6,12,14,1,1
"30386",0,0,58,6,11,14,3,2
"30387",0,1,38,4,12,14,1,1
"30388",0,1,71,6,9,11,1,2
"30389",0,1,64,5,12,16,1,1
"30390",0,1,34,4,12,15,1,1
"30391",0,1,37,3,12,12,3,1
"30392",0,1,20,5,12,12,1,2
"30393",0,0,33,4,12,14,3,2
"30394",1,0,86,5,12,18,1,1
"30395",0,1,54,4,12,12,3,1
"30396",0,0,38,5,12,14,1,2
"30397",0,1,74,5,12,13,1,1
"30398",0,0,73,4,12,8,1,2
"30399",0,1,40,3,9,10,2,1
"30400",0,1,54,7,12,12,1,2
"30401",0,1,22,2,12,12,5,1
"30402",0,1,24,3,12,14,5,1
"30403",1,0,54,1,11,10,3,1
"30404",1,0,28,6,12,15,1,1
"30405",1,0,33,4,12,11,1,1
"30406",0,0,48,5,12,16,1,2
"30407",0,1,85,4,12,12,2,2
"30408",0,0,19,6,10,3,5,1
"30409",0,1,74,4,12,12,1,1
"30410",1,0,59,4,12,12,2,1
"30411",1,0,80,6,12,12,1,1
"30412",0,1,41,5,12,14,1,1
"30413",0,1,72,5,2,14,3,2
"30414",0,1,39,7,11,11,5,2
"30415",0,1,32,4,12,12,5,2
"30416",0,1,46,4,12,13,3,2
"30417",0,0,36,4,10,12,3,2
"30418",0,0,48,4,1,14,2,2
"30419",0,0,37,4,5,10,5,2
"30420",1,0,27,4,11,12,3,2
"30421",0,1,48,4,7,16,3,2
"30422",0,1,66,4,9,14,1,2
"30423",0,1,74,4,9,12,2,2
"30424",1,0,53,4,12,12,1,2
"30425",0,1,52,4,12,14,1,2
"30426",0,1,44,4,12,12,5,1
"30427",0,0,42,2,12,12,1,2
"30428",0,0,52,6,12,12,3,2
"30429",0,1,41,5,12,14,1,1
"30430",0,1,48,4,12,18,5,2
"30431",1,0,42,5,12,15,1,2
"30432",1,1,66,5,12,17,5,1
"30434",0,0,28,2,12,17,1,2
"30435",0,0,43,4,12,12,1,2
"30437",0,1,52,7,12,12,1,2
"30438",0,1,47,3,12,12,3,1
"30439",0,0,55,5,12,12,1,1
"30440",0,1,27,4,11,16,5,2
"30441",0,1,23,3,12,14,5,1
"30442",0,1,30,5,11,17,5,2
"30443",1,0,25,2,10,15,5,1
"30445",0,1,57,2,12,20,1,2
"30447",0,1,45,4,12,16,1,2
"30448",0,1,22,1,9,16,5,1
"30451",0,1,35,5,12,12,5,1
"30452",0,1,42,3,12,16,3,2
"30453",0,1,34,5,12,17,1,1
"30454",0,1,39,4,12,16,1,2
"30455",0,1,23,3,12,12,1,1
"30456",0,1,28,6,12,17,1,1
"30457",1,0,52,6,12,13,1,2
"30458",0,1,34,4,12,12,1,1
"30459",0,1,20,4,8,12,5,1
"30460",0,1,29,6,12,18,5,1
"30461",0,1,61,6,12,16,3,2
"30463",0,1,68,3,12,15,3,1
"30464",0,0,63,6,12,14,1,2
"30465",0,1,49,5,10,12,4,2
"30466",0,1,51,4.1220088,9,13,1,2
"30467",0,1,58,6,12,12,1,1
"30468",1,0,65,7,12,17,1,1
"30469",1,1,36,6,12,18,4,1
"30470",0,1,38,3,12,16,1,2
"30471",0,1,50,6,12,17,3,1
"30472",1,0,53,6,12,12,5,1
"30473",0,1,57,4.1220088,11,2,1,1
"30474",0,1,86,4,12,12,2,2
"30475",0,0,43,5,11,13,3,2
"30476",0,0,27,3,12,6,4,1
"30477",0,0,71,3,12,20,3,2
"30478",1,1,65,4,12,19,2,2
"30480",1,0,51,5,12,16,1,1
"30481",0,1,20,5,12,12,5,2
"30482",1,0,49,6,4,7,5,1
"30485",1,1,32,6,12,14,1,1
"30486",0,0,72,5,12,12,1,2
"30487",0,1,32,3,12,17,1,2
"30488",0,1,34,4,12,12,5,2
"30489",0,0,33,4,12,15,1,2
"30490",0,1,74,6,12,14,1,2
"30491",0,1,89,4,12,16,1,1
"30492",1,0,75,6,2,20,1,1
"30493",0,0,39,2,12,17,5,2
"30494",0,1,59,3,12,16,1,1
"30495",1,0,26,7,12,17,5,1
"30496",1,0,37,3,6,12,3,2
"30497",0,1,60,5,12,16,2,2
"30498",0,1,32,2,8,12,5,1
"30499",0,0,44,4,12,20,1,1
"30500",0,0,39,6,12,17,5,2
"30502",1,0,54,2,12,16,3,1
"30503",0,1,21,5,9,14,5,2
"30504",0,0,53,1,12,19,1,2
"30505",0,1,49,2,2,9,5,2
"30506",0,1,27,4.1220088,10,17,5,1
"30507",0,0,30,2,10,12,5,2
"30508",0,1,67,2,7,8,3,1
"30509",0,1,57,1,2,7,2,2
"30510",0,1,70,3,11,16,2,2
"30511",0,1,53,3,9,14,3,2
"30512",0,1,41,3,12,12,5,1
"30513",0,1,35,3,12,17,1,1
"30514",0,1,75,5,12,13,1,2
"30515",0,1,32,4.1220088,12,16,1,1
"30516",0,0,28,3,10,16,1,2
"30517",0,1,24,4,2,16,5,1
"30519",0,1,68,5,12,13,2,2
"30520",0,1,27,5,12,12,5,1
"30521",0,1,29,2,12,16,5,1
"30522",0,1,26,3,11,17,5,2
"30523",0,1,54,2,12,16,5,2
"30524",0,0,67,2,10,16,5,2
"30525",0,1,31,2,12,13,5,1
"30526",0,1,34,4,12,13,1,2
"30527",0,1,21,3,9,16,1,2
"30528",0,1,26,3,11,16,1,1
"30529",0,0,26,4,12,12,1,1
"30530",0,1,66,6,12,16,1,1
"30531",0,1,22,2,12,12,5,2
"30532",0,1,53,2,12,18,1,1
"30533",0,0,59,2,12,13,2,1
"30534",0,1,21,2,12,11,5,1
"30536",0,1,25,4,12,16,5,2
"30537",0,1,60,4,4,12,1,2
"30538",0,1,55,3,12,20,1,2
"30539",0,0,50,4.1220088,11,16,4,1
"30540",0,0,26,3,12,16,1,2
"30541",0,0,27,5,11,12,5,2
"30542",0,1,21,4,1,10,5,2
"30543",0,1,21,6,8,15,5,2
"30544",0,1,26,5,12,16,5,1
"30546",0,1,20,4,9,13,5,2
"30547",0,1,28,4,12,12,1,1
"30548",1,0,66,7,12,14,1,2
"30550",1,0,41,7,9,13,5,1
"30551",0,1,57,6,12,12,1,1
"30552",0,1,33,2,12,14,3,1
"30553",0,1,66,4,8,12,3,2
"30554",0,0,76,5,12,14,2,2
"30555",0,1,54,4,12,12,1,2
"30556",0,1,36,6,12,16,3,2
"30557",1,0,66,4,9,14,3,2
"30558",0,1,36,6,12,16,1,2
"30559",0,1,23,4,12,17,5,2
"30560",0,0,41,6,12,20,1,2
"30561",1,0,59,4,12,14,3,1
"30562",0,1,33,2,12,19,3,1
"30563",1,1,59,6,12,16,1,1
"30564",0,1,74,4,12,12,1,2
"30565",0,1,37,3,12,16,1,2
"30567",0,1,45,4,12,16,3,2
"30568",0,1,60,5,12,15,1,1
"30569",1,0,30,5,12,20,5,1
"30570",0,1,38,6,12,17,1,2
"30571",0,1,30,5,12,13,1,2
"30572",0,1,29,5,12,16,1,1
"30573",0,1,55,3,11,14,1,1
"30574",0,1,26,4,12,16,1,2
"30575",1,0,52,3,12,12,1,2
"30576",0,1,51,4,12,9,1,2
"30577",0,1,22,5,12,12,5,1
"30578",0,1,29,7,11,12,5,1
"30579",0,1,30,4,12,15,5,1
"30580",0,0,41,4,9,6,5,2
"30581",0,1,69,6,12,12,1,2
"30582",0,0,61,7,12,16,1,2
"30583",1,0,39,5,12,12,1,2
"30584",1,1,23,4,2,14,5,1
"30585",0,1,49,5,12,13,3,2
"30586",0,1,53,4,12,12,1,2
"30588",0,1,37,5,12,12,1,2
"30589",0,1,25,4,11,14,5,1
"30590",0,1,28,6,11,14,5,2
"30591",0,1,64,5,10,13,3,2
"30592",0,1,41,6,11,11,5,1
"30593",0,1,57,2,12,12,3,2
"30594",0,1,68,1,11,5,2,2
"30595",0,0,71,5,9,11,1,1
"30596",0,0,58,7,11,12,3,2
"30597",0,1,35,6,2,6,3,1
"30598",1,0,46,6,12,16,3,2
"30599",0,1,43,3,11,10,1,1
"30600",0,1,72,4,12,12,2,2
"30603",0,1,53,5,12,12,1,1
"30606",0,1,48,4,12,10,1,2
"30607",1,0,39,6,12,10,3,1
"30608",0,1,70,4,12,11,1,2
"30609",0,1,38,5,12,16,1,2
"30610",0,1,39,5,12,11,1,2
"30611",0,1,35,2,9,12,3,2
"30612",0,1,77,4,12,13,1,2
"30613",0,1,38,4,12,12,1,1
"30614",0,1,38,5,12,16,1,2
"30615",0,1,45,4,12,12,5,1
"30617",0,0,32,4,12,14,1,2
"30618",0,1,32,4.1220088,11,9,1,1
"30619",0,1,55,4,10,12,5,1
"30620",0,0,36,4,12,12,1,2
